tutorial,id,name,school,gender,cgpa,team
,,Jing Mei,MAE,Male,4.04,899
,,Ryder Harris,CCDS,Male,4.14,899
,,Samantha Wilson,CoB (NBS),Female,4.22,900
,,Saira Khan,CoB (NBS),Female,4.09,900
,,Jian Chen,CEE,Male,4.14,900
,,Rishabh Yadav,EEE,Male,4.01,900
,,Wei Fang,SPMS,Male,4.01,900
,,Hugo Huang,SBS,Male,4.17,901
,,Vanessa Lim,CoB (NBS),Female,3.9,901
,,Leila Tan,SPMS,Female,3.95,901
,,Leo Huang,SBS,Male,4.04,901
,,Gabriel Morris,CEE,Male,4.14,901
,,Zhao Rui,EEE,Male,4.17,902
,,Lian Huang,CCDS,Female,3.95,902
,,Olivia Kim,SSS,Female,4.09,902
,,Lucas Young,EEE,Male,4.14,902
,,James Nelson,CEE,Male,4.01,902
,,Deng Jian,SPMS,Male,4.17,903
,,Peyton Chang,CoB (NBS),Female,4.09,903
,,Anika Tan,EEE,Female,3.95,903
,,Eli Wu,SPMS,Male,4.14,903
,,Ulysses Yip,EEE,Male,4.01,903
,,Liam Wright,EEE,Male,4.17,904
,,Rahul Mehta,CCDS,Male,4.04,904
,,Valerie Tan,SBS,Female,3.95,904
,,Celine Wong,SoH,Female,3.9,904
,,Arjun Patel,CoE,Male,4.14,904
,,Ella Zhao,CoB (NBS),Female,4.22,905
,,Addison Yang,CoB (NBS),Female,4.09,905
,,John Doe,MAE,Male,4.14,905
,,Karthik Reddy,EEE,Male,4.01,905
,,Zane Chen,EEE,Male,4.01,905
,,Tarun Nair,CEE,Male,4.17,906
,,Nora Binti Zainal,EEE,Female,3.95,906
,,Ken Yamamoto,CEE,Male,4.04,906
,,Harold Lee,MSE,Male,4.14,906
,,Nisha Desai,SoH,Female,3.9,906
,,David Stewart,MAE,Male,4.17,907
,,Siti Aminah,MAE,Female,3.95,907
,,Renee Wong,SSS,Female,4.09,907
,,Cameron Zhao,SPMS,Male,4.14,907
,,Cameron Torres,SBS,Male,4.01,907
,,Gordon Yip,EEE,Male,4.17,908
,,Nitin Sharma,EEE,Male,4.04,908
,,Eva Lestari,MAE,Female,3.95,908
,,Levi Parker,MSE,Male,4.14,908
,,Jin Tan,WKW SCI,Female,3.9,908
,,Miyuki Nishimura,CoB (NBS),Female,4.22,909
,,Laila Binti Ismail,SPMS,Female,3.95,909
,,Saurabh Mehta,CoE,Male,4.04,909
,,Dominic Li,CEE,Male,4.14,909
,,Aiden Huang,CEE,Male,4.01,909
,,Oliver Lim,CoB (NBS),Male,4.12,910
,,Meena Devi,CCDS,Female,3.95,910
,,Asher Phillips,EEE,Male,4.04,910
,,Aria Singh,MAE,Female,3.95,910
,,Dmitry Petrov,CCDS,Male,4.14,910
,,Katherine Ho,CoB (NBS),Female,4.22,911
,,Sienna Wong,SoH,Female,4.09,911
,,Cheng Li,CCEB,Male,4.14,911
,,Pranav Nair,SBS,Male,4.01,911
,,Caleb Liu,CoE,Male,4.01,911
,,Yuki Sato,CCDS,Male,4.17,912
,,Felix Tan,CCDS,Male,4.14,912
,,Jasmine Lin,NIE,Female,4.09,912
,,Anthony Parker,MSE,Male,4.01,912
,,Kali Chen,CCEB,Female,3.95,912
,,Qing Zhao,SoH,Female,4.22,913
,,Nash Wong,MAE,Male,4.14,913
,,Lily Johnson,CoB (NBS),Female,4.09,913
,,Vincent Ng,CoB (NBS),Male,3.96,913
,,Beckett Liu,EEE,Male,4.01,913
,,Theodore Yang,CoB (NBS),Male,4.12,914
,,Leo Li,CoE,Male,4.14,914
,,Elijah Reed,CCDS,Male,4.04,914
,,Lina Binti Salleh,SBS,Female,3.95,914
,,Kiara Tan,WKW SCI,Female,3.9,914
,,Zeke Villanueva,SSS,Male,4.12,915
,,Kazuo Higashi,CCEB,Male,4.14,915
,,Souta Watanabe,MAE,Male,4.04,915
,,Sharon Goh,CoB (NBS),Female,3.9,915
,,Salina Binti Omar,SPMS,Female,3.95,915
,,Dante Wong,CoE,Male,4.17,916
,,Hao Chen,CCDS,Male,4.14,916
,,Nathan Tan,CoE,Male,4.04,916
,,Khalisah Binti Mohd,CoB (NBS),Female,3.9,916
,,Paola Santos,CoE,Female,3.95,916
,,Kavita Singh,CoB (NBS),Female,3.89,917
,,Anthony Morgan,CEE,Male,4.17,917
,,Tenzin Wangchuk,EEE,Male,4.14,917
,,Emery Collins,CoE,Male,4.04,917
,,Selah Lin,CCEB,Female,3.95,917
,,Sakshi Iyer,MAE,Female,3.94,918
,,Boris Volkov,CoB (NBS),Male,4.12,918
,,William Yang,EEE,Male,4.14,918
,,Leo Zhang,SPMS,Male,4.01,918
,,Khushboo Khan,ADM,Female,4.09,918
,,Ivy Wang,SSS,Female,3.89,919
,,Leo Cooper,CCDS,Male,4.17,919
,,Logan Rivera,EEE,Male,4.14,919
,,Dylan Yang,CCEB,Male,4.01,919
,,Samira Ali,SSS,Female,4.09,919
,,Anya Bogdanova,CCDS,Female,3.94,920
,,Elizaveta Antonova,SSS,Female,3.89,920
,,Jia Ming,SPMS,Male,4.17,920
,,Jacob Bennett,CEE,Male,4.14,920
,,Julian Sanders,CEE,Male,4.04,920
,,Kaitlyn Carter,EEE,Female,3.94,921
,,Jing Yi,NIE,Female,3.89,921
,,Kenta Takahashi,EEE,Male,4.17,921
,,Oliver Lim,EEE,Male,4.14,921
,,Toni Saputra,CEE,Male,4.04,921
,,Fang Ling,ADM,Female,4.22,922
,,Zhang Ming,EEE,Male,4.14,922
,,Bilal Hussain,EEE,Male,4.01,922
,,Caleb Moreno,EEE,Male,4.01,922
,,Mira Ong,CoB (NBS),Female,4.09,922
,,Svetlana Petrovna,CCDS,Female,3.94,923
,,Evelyn Robinson,SPMS,Female,3.94,923
,,Paxton Ross,CoB (NBS),Male,4.12,923
,,Tristan Harris,CCDS,Male,4.14,923
,,Rajiv Nair,CoE,Male,4.04,923
,,Leila Shah,EEE,Female,3.94,924
,,Carter Moore,MSE,Male,4.17,924
,,Haoran Wang,CCEB,Male,4.14,924
,,Dimas Santoso,SBS,Male,4.01,924
,,Isla Li,CoB (NBS),Female,4.09,924
,,Lydia Patterson,EEE,Female,3.94,925
,,Yuna Tan,CoB (NBS),Female,3.89,925
,,Jaden Walker,CoB (NBS),Male,4.12,925
,,Henry Ramirez,SPMS,Male,4.14,925
,,Charlie Li,CCEB,Male,4.04,925
,,Rita Sharma,CoB (NBS),Female,3.89,926
,,Boris Sergeyevich,CCDS,Male,4.17,926
,,Nurul Izzati,EEE,Female,3.94,926
,,Daniel Taylor,SPMS,Male,4.14,926
,,Dante Lee,SBS,Male,4.04,926
,,Tahira Ali,SoH,Female,4.22,927
,,Tarun Singh,CCDS,Male,4.14,927
,,Rohit Sharma,MAE,Male,4.01,927
,,Soren Liu,CEE,Male,4.01,927
,,Kavya Nair,CoB (NBS),Female,4.09,927
,,Luna Phillips,SSS,Female,3.89,928
,,Fiona Wong,SoH,Female,4.22,928
,,Gabriel Navarro,EEE,Male,4.14,928
,,Owais Tariq,CoE,Male,4.01,928
,,Leonardo Santos,MSE,Male,4.04,928
,,Lydia Kim,CoB (NBS),Female,4.22,929
,,Liam Reyes,CCDS,Male,4.14,929
,,Matthew Perez,EEE,Male,4.01,929
,,Chao Wang,CCDS,Male,4.01,929
,,Fumiko Yamashita,ASE,Female,4.09,929
,,Yannick Dela Cruz,EEE,Male,4.17,930
,,Nora Diaz,SoH,Female,3.89,930
,,Keira Lee,MAE,Female,3.94,930
,,Dorian Wu,MAE,Male,4.14,930
,,Henry Clark,EEE,Male,4.04,930
,,Xander Lee,CoB (NBS),Male,4.12,931
,,Nora Hall,CCEB,Female,3.94,931
,,Mei Lin,CCDS,Female,3.94,931
,,Rocco Wu,CoE,Male,4.14,931
,,Rafael Gonzalez,MSE,Male,4.04,931
,,Yong Jie,SSS,Male,4.12,932
,,Peyton James,CoB (NBS),Female,3.89,932
,,Rajiv Singh,MAE,Male,4.14,932
,,Dustin Yang,CoE,Male,4.01,932
,,Niamh Wright,CoB (NBS),Female,4.09,932
,,Milo Tan,CCDS,Male,4.17,933
,,Sierra Murphy,EEE,Female,3.94,933
,,Christian Peterson,MAE,Male,4.14,933
,,Gavin Adams,EEE,Male,4.01,933
,,Sofia Williams,CoB (NBS),Female,4.09,933
,,Wei Fang,SSS,Male,4.12,934
,,Riley Campbell,CoB (NBS),Female,3.89,934
,,Nadeem Khan,CEE,Male,4.14,934
,,Neha Bhatia,SoH,Female,3.89,934
,,Ezekiel Li,CCEB,Male,4.04,934
,,Harriet Rivera,NIE,Female,4.22,935
,,Hugo Cruz,CCDS,Male,4.14,935
,,Tuan Le,SPMS,Male,4.01,935
,,Kenzie Tsai,SSS,Female,3.89,935
,,Lorenzo Wu,SBS,Male,4.04,935
,,Samara Khan,CoB (NBS),Female,4.22,936
,,Tian Zhang,CCDS,Male,4.14,936
,,Matthew Wu,EEE,Male,4.01,936
,,Nguyen Van Khoa,CCDS,Male,4.01,936
,,Zara Khan,CoB (NBS),Female,4.09,936
,,Ayden Cooper,ASE,Male,4.12,937
,,Mukesh Kumar,MAE,Male,4.14,937
,,Diana Wong,CoB (NBS),Female,3.89,937
,,Maya Wong,SPMS,Female,3.94,937
,,Asher Li,EEE,Male,4.04,937
,,Huang Lei,EEE,Male,4.17,938
,,Elias Carter,CCDS,Male,4.14,938
,,Aiko Yoshida,CCEB,Female,3.94,938
,,Claudia Dela Cruz,CoB (NBS),Female,3.89,938
,,Quinn Yip,CEE,Male,4.04,938
,,Fariha Noor,CoE,Female,4.14,939
,,Benjamin Huang,SoH,Male,4.12,939
,,Aman Ali,CCDS,Male,4.14,939
,,Karim Khan,MAE,Male,4.01,939
,,Alyssa Scott,CCDS,Female,3.94,939
,,Tessa Li,EEE,Female,4.14,940
,,Eliza Lin,CoB (NBS),Female,4.22,940
,,Ikram Tan,SBS,Male,4.01,940
,,Tanner Pineda,CCDS,Male,4.14,940
,,Colton Zhao,CCDS,Male,4.01,940
,,Suresh Bhat,CoE,Female,4.14,941
,,Erik Yang,SPMS,Male,4.01,941
,,Liam Davis,NIE,Male,4.12,941
,,Shivam Reddy,CCDS,Male,4.14,941
,,Jing Mei,EEE,Female,3.94,941
,,Sheng Liu,SBS,Female,4.14,942
,,Michael Brown,CCDS,Male,4.01,942
,,Hassan Raza,CEE,Male,4.14,942
,,Alya Farisha,CoB (NBS),Female,4.22,942
,,Kiran Gupta,SPMS,Male,4.01,942
,,Lina Teo,SPMS,Female,4.14,943
,,Keshav Yadav,MAE,Male,4.01,943
,,Owen Cox,SPMS,Male,4.14,943
,,Gordon Ho,MAE,Male,4.17,943
,,Ava Green,SoH,Female,3.89,943
,,Nia Carter,MSE,Female,4.14,944
,,Steve Lau,EEE,Male,4.01,944
,,Li Qiang,CCEB,Male,4.14,944
,,Lily Liu,CoB (NBS),Female,4.22,944
,,Yun Chen,MAE,Male,4.01,944
,,Norah Ng,CCEB,Female,4.14,945
,,Oliver Wong,MAE,Male,4.01,945
,,Derek Wilson,CCEB,Male,4.14,945
,,Kiran Patel,CCEB,Male,4.17,945
,,Nari Kim,SoH,Female,3.89,945
,,Quang Vu,CCDS,Female,4.14,946
,,Sanjay Nair,MAE,Male,4.01,946
,,Caleb Nelson,CEE,Male,4.14,946
,,William Harris,SoH,Male,4.12,946
,,Navya Arya,CCDS,Female,3.94,946
,,Fern Adams,CCDS,Female,4.14,947
,,Nathan Wu,MAE,Male,4.01,947
,,Brandon Lee,SBS,Male,4.14,947
,,Zachary Nelson,SoH,Male,4.12,947
,,Samantha Cox,CoE,Female,3.94,947
,,Sadia Noor,CCDS,Female,4.14,948
,,Beckett Liu,CCDS,Male,4.01,948
,,David Tan,CCDS,Male,4.14,948
,,Finn Roberts,SoH,Male,4.12,948
,,Xing Yu,SoH,Female,3.89,948
,,Gauri Mehta,MAE,Female,4.14,949
,,Adrian Lim,EEE,Male,4.01,949
,,Yuan Rui,CCDS,Male,4.14,949
,,Xavier Hall,SoH,Male,4.12,949
,,Aaliyah Rodriguez,SPMS,Female,3.94,949
,,Misha Rani,CCEB,Female,4.14,950
,,Anil Mehta,MAE,Male,4.01,950
,,Samuel Lee,EEE,Male,4.14,950
,,Mason Garcia,CoE,Male,4.17,950
,,Scarlett Lee,SoH,Female,3.89,950
,,Riley Lin,CCEB,Female,4.14,951
,,Zhen Li,MAE,Male,4.01,951
,,Dylan Parker,MAE,Male,4.14,951
,,Asim Hussain,SBS,Male,4.17,951
,,Asha Rahman,SSS,Female,3.89,951
,,Sonya Tan,CCDS,Female,4.14,952
,,Zachary Walker,CCDS,Male,4.01,952
,,Arjun Rao,SPMS,Male,4.14,952
,,Gabriel Diaz,SoH,Male,4.12,952
,,Anita Gupta,EEE,Female,3.94,952
,,Priya Reddy,SPMS,Female,4.14,953
,,Min-Jae Park,EEE,Male,4.14,953
,,Hassan Bin Yusof,MAE,Male,4.01,953
,,Xia Li,SoH,Female,4.22,953
,,Grayson Lee,EEE,Male,4.01,953
,,Isabella Zhao,EEE,Female,4.14,954
,,Nolan Foster,EEE,Male,4.14,954
,,Steve Lau,SPMS,Male,4.01,954
,,Zhihao Wang,LKCMedicine,Male,4.12,954
,,Ava Tan,SBS,Female,3.94,954
,,Budi Santoso,MAE,Male,4.14,955
,,Victoria Choi,CEE,Female,4.14,955
,,Kai Wong,LKCMedicine,Male,3.96,955
,,Kavita Gupta,CoB (NBS),Female,4.22,955
,,Sung-Jo Lee,EEE,Male,4.01,955
,,Dong-Wook Choi,CCDS,Male,4.14,956
,,Arnav Yadav,MAE,Male,4.01,956
,,Lila Reed,CEE,Female,4.14,956
,,Luka Brown,CoB (NBS),Male,4.12,956
,,Rania Noor,SBS,Female,3.94,956
,,Hao Xun,CoE,Male,4.14,957
,,Kai Wei,CoE,Male,4.01,957
,,Hana Yamamoto,CCEB,Female,4.14,957
,,Naresh Yadav,CoB (NBS),Male,4.12,957
,,Layla Tan,EEE,Female,3.94,957
,,Carter Hall,EEE,Male,4.14,958
,,Ayaan Tan,SPMS,Male,4.01,958
,,Xyla Cruz,CCDS,Female,4.14,958
,,Vladimir Sergeyev,CoB (NBS),Male,4.12,958
,,Yumiko Watanabe,CCEB,Female,3.94,958
,,Reyansh Iyer,SPMS,Male,4.14,959
,,Feng Zhao,EEE,Male,4.01,959
,,Yvonne Ko,EEE,Female,4.14,959
,,Ying Chen,CoB (NBS),Female,4.22,959
,,Kevin Wang,CoE,Male,4.01,959
,,Truong Minh Chau,SSS,Female,3.88,960
,,Bennett Liu,CCDS,Male,4.14,960
,,Ahmad Raza,CCDS,Male,4.01,960
,,Chloe Green,CCEB,Female,4.14,960
,,Arjun Bansal,EEE,Male,4.17,960
,,Soo-Young Kim,ASE,Female,3.88,961
,,Everett Harris,CEE,Male,4.14,961
,,Isaac Lee,MSE,Male,4.01,961
,,Durga Sharma,EEE,Female,4.14,961
,,Cheng Yi,SoH,Male,4.12,961
,,Sandeep Rao,EEE,Male,4.14,962
,,Ying Wong,SoH,Female,3.88,962
,,Jamal Bin Rahman,MSE,Male,4.01,962
,,Sanjana Gupta,EEE,Female,4.14,962
,,Daryl Lee,CCDS,Male,4.17,962
,,Ali Rehman,CoE,Male,4.14,963
,,Zoe King,ASE,Female,3.88,963
,,Rameez Shah,NIE,Male,3.96,963
,,Maya Johnson,CCDS,Female,4.14,963
,,Derek Lee,SoH,Male,4.12,963
,,Siddharth Nair,CCEB,Male,4.14,964
,,Noah Harris,EEE,Male,4.01,964
,,Maris Tsai,SoH,Female,3.88,964
,,Shan Binti,CCDS,Female,4.14,964
,,Karan Nair,CEE,Male,4.17,964
,,Nitin Chaudhary,CCDS,Male,4.01,965
,,Yara Chen,CoB (NBS),Female,3.88,965
,,Nina Hu,CCDS,Female,4.14,965
,,Arvind Nair,MAE,Male,4.17,965
,,Ravi Kumar,CoB (NBS),Male,4.09,965
,,Rajendra Kumar,CEE,Male,4.01,966
,,Luna Lin,EEE,Female,4.14,966
,,Lola Martinez,SSS,Female,4.22,966
,,Dylan Wang,CCDS,Male,4.01,966
,,Kota Suzuki,CoB (NBS),Male,4.09,966
,,Albert Wang,EEE,Male,4.01,967
,,Yuki Tanaka,MSE,Female,4.14,967
,,Riya Iyer,SoH,Female,4.22,967
,,Caleb Butler,CoB (NBS),Male,4.09,967
,,Sanjay Gupta,CoE,Male,4.01,967
,,Kamran Farooq,EEE,Male,4.01,968
,,Mila Wang,WKW SCI,Female,3.88,968
,,Kali Chang,CCEB,Female,4.14,968
,,Oliver Wu,CCDS,Male,4.17,968
,,Ty Wu,CoB (NBS),Male,4.09,968
,,Gideon Zhang,SPMS,Male,4.01,969
,,Amina Begum,SSS,Female,3.88,969
,,Aisyah Mohd,MAE,Female,4.14,969
,,Riyaz Khan,SPMS,Male,4.17,969
,,Rahul Desai,SoH,Male,4.09,969
,,Orlando Wu,SBS,Male,4.01,970
,,Carmen Li,NIE,Female,3.88,970
,,Hafsa Khan,CCEB,Female,4.14,970
,,Brayden Young,CoE,Male,4.17,970
,,James Anderson,CoB (NBS),Male,4.09,970
,,Bradley Huang,EEE,Male,4.01,971
,,Fatima Zainal,SSS,Female,3.88,971
,,Aditi Sharma,MAE,Female,4.14,971
,,Jasper Ortiz,EEE,Male,4.17,971
,,Dylan Liu,NIE,Male,4.09,971
,,Camille Chen,CCEB,Female,4.14,972
,,Yuri Lebedev,CCDS,Male,4.17,972
,,Bobby Yip,WKW SCI,Male,4.09,972
,,Isaac Ward,MSE,Male,4.01,972
,,Zara Ali,CCDS,Female,4.11,972
,,Misha Devi,CCEB,Female,4.14,973
,,Brayden Lewis,CoB (NBS),Male,4.09,973
,,Owen Wright,CoB (NBS),Male,4.12,973
,,Jay Wu,CCEB,Male,4.01,973
,,Nadia Lee,CCEB,Female,4.11,973
,,Kavya Singh,SBS,Female,4.14,974
,,Leo Santos,CoB (NBS),Male,4.09,974
,,George So,CCDS,Male,4.17,974
,,Aisha Binti Ahmad,CCEB,Female,4.11,974
,,Anthony Grant,CEE,Male,4.01,974
,,Anya Iyer,MAE,Female,4.14,975
,,Ashok Pillai,ASE,Male,4.09,975
,,Tyler Price,CEE,Male,4.17,975
,,Zara Patel,CEE,Female,4.11,975
,,Liam Yu,MAE,Male,4.01,975
,,Nisa Tan,MAE,Female,4.14,976
,,Henry Wood,LKCMedicine,Male,4.09,976
,,Adam Cooper,MAE,Male,4.17,976
,,Kiran Menon,SPMS,Female,4.11,976
,,Aiden Chen,EEE,Male,4.01,976
,,Hana Yamada,SBS,Female,4.14,977
,,Carlos Martinez,ASE,Male,4.09,977
,,Elena Chua,SSS,Female,4.22,977
,,Aaliyah Lin,SBS,Female,4.11,977
,,Vikas Mehta,CCEB,Male,4.01,977
,,Kunal Tan,CoB (NBS),Male,3.8,978
,,Angela Lee,EEE,Female,4.14,978
,,Dante Huang,NIE,Male,4.09,978
,,Sushmita Sharma,CoB (NBS),Female,4.22,978
,,Annika Chang,EEE,Female,4.11,978
,,Jueqi,NIE,Male,3.8,979
,,Lily Wong,SBS,Female,4.14,979
,,Ryan Yang,CoB (NBS),Male,4.09,979
,,Hannah Wu,CoB (NBS),Female,4.22,979
,,Mei Wang,CoE,Female,4.11,979
,,Hao Liang Lim,CoE,Male,3.85,980
,,Nicole Li,SPMS,Female,4.14,980
,,Jasper Wu,CoB (NBS),Male,4.09,980
,,Rhea Iyer,CoB (NBS),Female,4.22,980
,,Nina Lee,MAE,Female,4.11,980
,,William Yip,NIE,Male,3.8,981
,,Eko Supriyanto,NIE,Male,4.09,981
,,Evelyn Carter,MAE,Female,4.14,981
,,Lucas Wilson,SBS,Male,4.17,981
,,Anika Varma,SBS,Female,4.11,981
,,Arnav Kumar,CCDS,Male,3.85,982
,,Zhen Yu,SoH,Male,4.09,982
,,Tanya Lim,CCDS,Female,4.14,982
,,Tina Yung,SSS,Female,4.22,982
,,Priyanka Kaur,EEE,Female,4.11,982
,,Jason Lim,CoB (NBS),Male,4.09,983
,,Tianming,CoB (NBS),Male,3.8,983
,,Charlotte Tsai,SBS,Female,4.14,983
,,Zara Chan,CoB (NBS),Female,4.22,983
,,Madison Zhang,CCDS,Female,4.11,983
,,Max Chen,CoB (NBS),Male,4.09,984
,,Xiaofang,CEE,Male,3.85,984
,,Maya Chan,SPMS,Female,4.14,984
,,Mia Lim,LKCMedicine,Female,4.22,984
,,Mi-Sook Choi,MAE,Female,4.11,984
,,Hiroki Tanaka,SoH,Male,4.09,985
,,Wira Bin Fadli,CEE,Male,3.85,985
,,Priya Mehta,SBS,Female,4.14,985
,,Evan Yang,SoH,Male,4.12,985
,,Kavita Sharma,EEE,Female,4.11,985
,,Evan Thomas,LKCMedicine,Male,4.09,986
,,Jianjun,EEE,Male,3.85,986
,,Riya Patil,EEE,Female,4.14,986
,,Fatimah Binti,NIE,Male,4.12,986
,,Nina Kwan,CEE,Female,4.11,986
,,Yun Zhang,CoB (NBS),Male,4.09,987
,,Elan Shah,CoE,Male,3.85,987
,,Ava Brown,MAE,Female,4.14,987
,,Jayden Bennett,CoB (NBS),Male,4.12,987
,,Priti Sharma,CoE,Female,4.11,987
,,Dorian Yang,HASS,Male,4.09,988
,,Zoe Adams,SBS,Female,4.14,988
,,Wyatt Johnson,CCEB,Male,3.85,988
,,Jade Kwan,CCEB,Female,4.11,988
,,Sophia Hernandez,SSS,Female,4.22,988
,,Rocco Ong,SSS,Male,4.09,989
,,Haruna Ito,CCDS,Female,4.14,989
,,Zhen Zhou,NIE,Male,3.8,989
,,Kyla Cheung,CCEB,Female,4.11,989
,,Ryan Lim,EEE,Male,4.17,989
,,Jonathan Wu,CoB (NBS),Male,4.09,990
,,Madiha Bukhari,CCEB,Female,4.14,990
,,Eli Martinez,MAE,Male,3.85,990
,,Dina Farhan,MAE,Female,4.11,990
,,Trey Liu,CoB (NBS),Male,4.12,990
,,Khalil Bin Ismail,SSS,Male,4.09,991
,,Rachael Chang,SBS,Female,4.14,991
,,Sana Mehta,MAE,Female,4.11,991
,,Huilin,SoH,Male,3.8,991
,,Liu Hong,EEE,Male,4.17,991
,,Wyatt Thompson,NIE,Male,4.09,992
,,Madiha Khan,MAE,Female,4.14,992
,,Maya Lopez,MAE,Female,4.11,992
,,Zane Carter,SoH,Male,4.12,992
,,Akash Choudhary,CoE,Male,3.85,992
,,Vikram Desai,SoH,Male,4.09,993
,,Amber Lee,MAE,Female,4.14,993
,,Nguyen Van Thanh,SBS,Female,4.11,993
,,Emma Wong,ASE,Female,4.22,993
,,Ahmed Choudhary,CCEB,Male,3.85,993
,,Oliver Tan,CoB (NBS),Male,4.09,994
,,Imogen Butler,SPMS,Female,4.14,994
,,Wang Li,SPMS,Female,4.11,994
,,Gavin Tan,SSS,Male,4.12,994
,,Henry Bennett,SPMS,Male,3.85,994
,,Sania Noor,CoB (NBS),Female,3.88,995
,,Anjali Verma,CEE,Female,4.14,995
,,Puja Nair,MAE,Female,4.11,995
,,Liam Smith,ADM,Male,4.12,995
,,Emily Evans,SSS,Female,4.19,995
,,Ursula Ng,MSE,Female,3.93,996
,,Bria Ong,MAE,Female,4.14,996
,,Lara Smith,SPMS,Female,4.11,996
,,James White,CoB (NBS),Male,4.12,996
,,Violet Lau,SSS,Female,4.19,996
,,Maya Scott,SSS,Female,3.88,997
,,Kim Lee,CEE,Female,4.14,997
,,Jenna Tan,MAE,Female,4.11,997
,,Kou Suzuki,NIE,Male,4.12,997
,,Brenda Tan,SoH,Female,4.19,997
,,Deepa Menon,CoB (NBS),Female,3.88,998
,,Chloe Lin,CCEB,Female,4.14,998
,,Ananya Bansal,CCEB,Female,4.11,998
,,Mila Reed,CoB (NBS),Female,4.19,998
,,Nash Wu,SoH,Male,4.12,998
,,Emma Hall,CoB (NBS),Female,3.88,999
,,Maya Perry,MSE,Female,4.14,999
,,Sara Lee,CoE,Female,4.11,999
,,Riley Dela Cruz,SSS,Female,4.19,999
,,Liam Sharma,NIE,Male,4.12,999
,,Nina Chang,CoB (NBS),Female,3.88,1000
,,Olivia Wu,CCEB,Female,4.11,1000
,,Charlotte Ortiz,CCEB,Female,4.14,1000
,,Maria Stepanova,CoB (NBS),Female,4.19,1000
,,Chris Tan,ADM,Male,4.12,1000
,,Willow Chan,CoE,Female,3.93,1001
,,Kara Liu,CCEB,Female,4.11,1001
,,Kavya Iyer,CoE,Female,4.14,1001
,,Nora Campbell,SSS,Female,4.19,1001
,,Nashit Ali,CoB (NBS),Male,4.12,1001
,,Brenda Yip,SoH,Female,3.88,1002
,,Sophie Zhou,EEE,Female,4.11,1002
,,Yoshiko Sakamoto,SBS,Female,4.14,1002
,,Vera Lim,NIE,Female,4.19,1002
,,Kunal Yadav,CCDS,Male,4.17,1002
,,Zeenat Awan,SBS,Female,3.93,1003
,,Tina Wei,SBS,Female,4.11,1003
,,Miyuki Ikeda,SoH,Female,4.19,1003
,,Siti Aisha,CCEB,Female,4.14,1003
,,Ameen Malik,MAE,Male,4.17,1003
,,Alina Shah,CoB (NBS),Female,3.88,1004
,,Freya Brown,CCEB,Female,4.11,1004
,,Hannah Patel,CoB (NBS),Female,4.19,1004
,,Ava Allen,CCDS,Female,4.14,1004
,,Elliot Bautista,MAE,Male,4.17,1004
,,Rani Malik,SBS,Female,4.11,1005
,,Aaliyah Sanders,SSS,Female,3.88,1005
,,Nora Jenkins,ADM,Female,4.19,1005
,,Fiona Tsai,MAE,Female,4.14,1005
,,Liam Brown,EEE,Male,4.17,1005
,,Jin Xiu,SBS,Female,4.11,1006
,,Isabella Rossellini,CoB (NBS),Female,3.88,1006
,,Heidi Tan,SoH,Female,4.19,1006
,,Remy Mendoza,EEE,Female,4.14,1006
,,Jin-Soo Lee,MAE,Male,4.17,1006
,,Sara Li,SPMS,Female,4.11,1007
,,Lumina Tsai,MSE,Female,3.93,1007
,,Aadhya Patel,CoB (NBS),Female,4.19,1007
,,Ella Cooper,CEE,Female,4.14,1007
,,Oscar Lim,EEE,Male,4.17,1007
,,Kayla Rivera,MSE,Female,4.11,1008
,,Ivy Thompson,SSS,Female,4.19,1008
,,Samantha Ramos,SPMS,Female,3.93,1008
,,Aria Khan,MAE,Female,4.14,1008
,,Bodhi Yang,SPMS,Male,4.17,1008
,,Aditi Singh,MSE,Female,4.11,1009
,,Reina Fujimoto,SSS,Female,4.19,1009
,,Scarlett Young,SoH,Female,3.88,1009
,,Vera Yip,MAE,Female,4.14,1009
,,Chao Zhang,CoB (NBS),Male,4.12,1009
,,Xia Yan,CEE,Female,4.11,1010
,,Yasmine Kwan,CoB (NBS),Female,4.19,1010
,,Kaira Ong,LKCMedicine,Female,3.88,1010
,,Hina Raza,SBS,Female,4.14,1010
,,Long Thi Bich,EEE,Male,4.17,1010
,,Anjali Nair,MSE,Female,4.27,1011
,,Raj Patel,CEE,Male,3.8,1011
,,Isha Rai,EEE,Female,4.11,1011
,,Hannah Reed,NIE,Female,4.19,1011
,,Fiona Lam,EEE,Female,4.14,1011
,,Camila Li,MAE,Female,4.27,1012
,,Parker Martin,EEE,Male,3.8,1012
,,Maya Mohd,CCEB,Female,4.11,1012
,,Zoe Tan,WKW SCI,Female,4.19,1012
,,Nusrat Ali,SPMS,Female,4.14,1012
,,Bharat Menon,CCDS,Male,3.78,1013
,,Kaitlyn Morris,SBS,Female,4.27,1013
,,Xiu Fen,CCDS,Female,4.11,1013
,,Sophia Zhang,SoH,Female,4.19,1013
,,Lina Devi,CCEB,Female,4.14,1013
,,Han Chen Lim,SPMS,Male,3.8,1014
,,Diya Yadav,SBS,Female,4.27,1014
,,Lina Tan,MAE,Female,4.11,1014
,,Rhea Nair,SoH,Female,4.19,1014
,,Nina Chen,EEE,Female,4.14,1014
,,Scarlett Gonzalez,MAE,Female,4.27,1015
,,Mohammed Sadiq,EEE,Male,3.75,1015
